8001,197,22.9.2022,Delivery,35
8002,989,2.4.2023,Delivery,50
8003,161,7.1.2022,Delivery,30
8004,331,21.5.2024,Delivery,59
8005,134,26.11.2024,Delivery,43
8006,609,17.9.2022,Delivery,32
8007,264,15.8.2024,Delivery,25
8008,884,28.8.2023,Delivery,78
8009,592,21.1.2022,Delivery,56
8010,506,15.6.2022,Delivery,64
8011,775,19.10.2022,Delivery,79
8012,608,1.12.2023,Delivery,62
8013,61,30.12.2022,Delivery,41
8014,434,13.9.2022,Delivery,62
8015,744,24.1.2024,Delivery,62
8016,38,21.9.2024,Delivery,77
8017,86,3.3.2022,Delivery,77
8018,484,18.3.2024,Delivery,20
8019,971,21.2.2022,Delivery,52
8020,847,31.1.2024,Delivery,71
8021,579,5.4.2024,Delivery,58
8022,901,16.2.2024,Delivery,77
8023,89,31.5.2024,Delivery,63
8024,740,21.7.2023,Delivery,54
8025,997,26.9.2024,Delivery,75
8026,889,16.2.2023,Delivery,31
8027,627,15.2.2023,Delivery,43
8028,82,14.2.2023,Delivery,77
8029,469,15.4.2022,Delivery,61
8030,223,3.12.2021,Delivery,49
8031,994,4.9.2022,Delivery,25
8032,623,29.4.2022,Delivery,65
8033,901,30.11.2024,Delivery,52
8034,330,23.12.2023,Delivery,39
8035,92,11.12.2022,Delivery,34
8036,14,30.6.2024,Delivery,51
8037,732,8.9.2024,Delivery,77
8038,749,3.5.2024,Delivery,37
8039,677,16.11.2022,Delivery,80
8040,936,12.12.2021,Delivery,30
8041,210,15.10.2023,Delivery,36
8042,801,2.8.2024,Delivery,58
8043,462,5.2.2022,Delivery,24
8044,950,9.9.2023,Delivery,58
8045,544,4.6.2024,Delivery,33
8046,913,22.11.2024,Delivery,79
8047,635,7.9.2024,Delivery,39
8048,38,3.6.2022,Delivery,51
8049,234,6.7.2022,Delivery,52
8050,692,2.1.2024,Delivery,47
8051,404,29.8.2022,Delivery,56
8052,86,19.7.2022,Delivery,67
8053,106,7.4.2022,Delivery,46
8054,466,8.11.2024,Delivery,75
8055,913,25.1.2022,Delivery,69
8056,589,1.6.2024,Delivery,30
8057,3,28.4.2022,Delivery,68
8058,345,15.10.2023,Delivery,76
8059,352,15.7.2024,Delivery,73
8060,604,26.6.2022,Delivery,52
8061,913,19.10.2022,Delivery,60
8062,269,17.5.2024,Delivery,44
8063,828,28.12.2021,Delivery,68
8064,226,6.7.2024,Delivery,64
8065,881,7.12.2022,Delivery,70
8066,574,23.2.2023,Delivery,51
8067,284,16.5.2022,Delivery,43
8068,917,5.11.2024,Delivery,30
8069,705,19.2.2023,Delivery,21
8070,688,11.11.2024,Delivery,36
8071,247,15.11.2022,Delivery,59
8072,190,18.4.2024,Delivery,23
8073,187,9.12.2022,Delivery,50
8074,118,18.4.2023,Delivery,68
8075,99,8.4.2022,Delivery,21
8076,308,13.3.2022,Delivery,73
8077,683,4.3.2023,Delivery,40
8078,671,14.12.2021,Delivery,52
8079,762,21.9.2022,Delivery,22
8080,535,12.12.2021,Delivery,65
8081,446,5.2.2022,Delivery,69
8082,734,7.5.2022,Delivery,65
8083,655,19.9.2022,Delivery,47
8084,277,4.2.2024,Delivery,49
8085,325,24.9.2022,Delivery,23
8086,79,22.5.2024,Delivery,32
8087,543,23.10.2022,Delivery,49
8088,624,4.5.2022,Delivery,20
8089,711,28.7.2023,Delivery,52
8090,946,24.7.2023,Delivery,46
8091,211,20.8.2023,Delivery,40
8092,433,7.7.2023,Delivery,26
8093,462,29.4.2023,Delivery,46
8094,956,27.9.2023,Delivery,21
8095,116,29.2.2024,Delivery,62
8096,562,12.7.2023,Delivery,67
8097,905,3.5.2022,Delivery,32
8098,52,25.5.2024,Delivery,56
8099,306,18.6.2024,Delivery,61
8100,640,29.7.2022,Delivery,75
8101,73,11.9.2024,Delivery,78
8102,767,24.1.2023,Delivery,57
8103,368,19.5.2023,Delivery,64
8104,699,11.12.2022,Delivery,65
8105,60,3.3.2023,Delivery,68
8106,366,22.1.2023,Delivery,22
8107,240,7.8.2024,Delivery,48
8108,169,12.12.2022,Delivery,72
8109,165,14.1.2024,Delivery,44
8110,393,6.12.2022,Delivery,45
8111,679,8.11.2024,Delivery,57
8112,604,21.3.2024,Delivery,66
8113,651,3.10.2023,Delivery,24
8114,887,22.2.2023,Delivery,66
8115,426,23.2.2023,Delivery,27
8116,379,26.3.2024,Delivery,62
8117,491,11.3.2022,Delivery,28
8118,542,29.5.2024,Delivery,64
8119,774,26.5.2023,Delivery,36
8120,461,12.8.2023,Delivery,33
8121,922,1.4.2024,Delivery,78
8122,509,10.10.2022,Delivery,37
8123,826,15.9.2022,Delivery,24
8124,57,24.1.2022,Delivery,22
8125,908,22.3.2024,Delivery,70
8126,423,22.12.2022,Delivery,80
8127,696,15.8.2024,Delivery,27
8128,218,1.10.2024,Delivery,52
8129,186,11.7.2024,Delivery,45
8130,564,10.8.2023,Delivery,57
8131,359,9.11.2022,Delivery,36
8132,621,6.2.2024,Delivery,63
8133,880,12.3.2022,Delivery,70
8134,69,3.5.2022,Delivery,23
8135,191,14.11.2024,Delivery,75
8136,103,18.6.2023,Delivery,44
8137,672,15.3.2022,Delivery,40
8138,714,18.8.2023,Delivery,65
8139,12,22.3.2024,Delivery,39
8140,46,4.12.2022,Delivery,75
8141,462,17.7.2023,Delivery,27
8142,893,20.1.2022,Delivery,66
8143,92,1.4.2023,Delivery,66
8144,505,15.12.2022,Delivery,77
8145,767,2.6.2024,Delivery,56
8146,287,19.2.2024,Delivery,43
8147,196,2.6.2022,Delivery,20
8148,856,17.10.2022,Delivery,28
8149,539,18.12.2023,Delivery,28
8150,503,25.2.2024,Delivery,57
8151,571,1.12.2022,Delivery,69
8152,480,1.2.2022,Delivery,37
8153,427,27.8.2022,Delivery,73
8154,778,15.7.2023,Delivery,20
8155,216,28.1.2023,Delivery,20
8156,233,11.6.2023,Delivery,73
8157,252,24.11.2024,Delivery,44
8158,479,2.12.2021,Delivery,48
8159,953,9.11.2023,Delivery,52
8160,753,9.8.2024,Delivery,66
8161,970,18.8.2024,Delivery,69
8162,789,4.12.2022,Delivery,33
8163,221,10.4.2022,Delivery,33
8164,443,17.10.2023,Delivery,51
8165,31,17.9.2022,Delivery,53
8166,764,26.7.2022,Delivery,27
8167,23,20.4.2023,Delivery,44
8168,126,30.3.2024,Delivery,34
8169,135,10.1.2023,Delivery,26
8170,660,21.12.2022,Delivery,30
8171,120,21.10.2022,Delivery,46
8172,683,1.12.2023,Delivery,42
8173,378,1.6.2023,Delivery,65
8174,157,19.4.2022,Delivery,52
8175,16,2.4.2023,Delivery,22
8176,573,14.7.2022,Delivery,26
8177,85,17.1.2022,Delivery,30
8178,628,6.8.2024,Delivery,68
8179,410,5.7.2023,Delivery,26
8180,901,15.10.2022,Delivery,76
8181,215,31.5.2023,Delivery,68
8182,337,20.2.2023,Delivery,58
8183,314,7.3.2023,Delivery,31
8184,342,12.11.2022,Delivery,27
8185,814,20.7.2024,Delivery,35
8186,182,25.11.2021,Delivery,43
8187,781,1.3.2023,Delivery,79
8188,311,14.7.2022,Delivery,20
8189,767,14.8.2022,Delivery,53
8190,597,4.6.2023,Delivery,70
8191,264,4.9.2024,Delivery,63
8192,95,20.12.2022,Delivery,76
8193,183,30.8.2024,Delivery,75
8194,337,19.11.2024,Delivery,64
8195,707,20.5.2023,Delivery,56
8196,792,25.7.2023,Delivery,26
8197,501,25.2.2022,Delivery,72
8198,740,17.7.2022,Delivery,32
8199,784,8.8.2024,Delivery,32
8200,643,3.6.2023,Delivery,70
8201,629,12.4.2022,Delivery,46
8202,269,26.1.2022,Delivery,64
8203,528,29.4.2024,Delivery,58
8204,15,23.12.2023,Delivery,37
8205,502,7.6.2024,Delivery,48
8206,998,11.7.2022,Delivery,56
8207,418,16.12.2023,Delivery,33
8208,605,24.2.2024,Delivery,23
8209,851,20.3.2024,Delivery,47
8210,892,6.9.2024,Delivery,42
8211,473,10.3.2024,Delivery,47
8212,675,26.1.2024,Delivery,73
8213,913,20.3.2023,Delivery,79
8214,370,14.11.2021,Delivery,60
8215,499,1.5.2023,Delivery,50
8216,478,18.2.2024,Delivery,50
8217,85,18.5.2022,Delivery,60
8218,293,7.3.2022,Delivery,45
8219,507,16.1.2022,Delivery,38
8220,213,31.3.2023,Delivery,60
8221,999,14.2.2024,Delivery,79
8222,931,9.2.2022,Delivery,33
8223,736,16.8.2022,Delivery,21
8224,899,29.2.2024,Delivery,56
8225,378,22.3.2023,Delivery,78
8226,812,27.1.2023,Delivery,26
8227,17,16.4.2024,Delivery,54
8228,440,8.4.2024,Delivery,69
8229,535,14.10.2024,Delivery,49
8230,902,4.7.2022,Delivery,37
8231,348,23.5.2022,Delivery,79
8232,970,30.8.2024,Delivery,78
8233,806,16.6.2024,Delivery,26
8234,992,26.6.2023,Delivery,45
8235,298,18.5.2023,Delivery,72
8236,166,24.5.2023,Delivery,75
8237,285,28.6.2024,Delivery,33
8238,815,25.12.2021,Delivery,72
8239,166,3.7.2024,Delivery,63
8240,551,15.10.2022,Delivery,24
8241,22,27.6.2022,Delivery,41
8242,208,16.7.2024,Delivery,53
8243,923,5.3.2022,Delivery,44
8244,882,18.10.2022,Delivery,80
8245,892,10.9.2022,Delivery,34
8246,763,2.4.2023,Delivery,38
8247,9,14.8.2024,Delivery,77
8248,955,21.11.2023,Delivery,41
8249,454,10.3.2024,Delivery,29
8250,207,22.11.2024,Delivery,27
8251,434,28.8.2024,Delivery,39
8252,865,9.11.2024,Delivery,48
8253,604,23.11.2022,Delivery,71
8254,177,16.10.2022,Delivery,54
8255,871,3.4.2024,Delivery,72
8256,286,19.1.2024,Delivery,45
